time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1977-07-21T11:53:22.500Z,-53.863,158.602,33,6.7,ms,,,,,us,usp0000ptq,2016-11-10T00:40:53.388Z,"Macquarie Island region",earthquake,,,,,reviewed,us,us
1977-06-22T12:08:33.400Z,-22.878,-175.9,65,6.8,mb,,,,,us,usp0000pdx,2016-11-10T02:39:01.007Z,"Tonga region",earthquake,,,,,reviewed,us,us
1977-04-21T04:24:09.600Z,-9.965,160.731,33,7.5,ms,,,,,us,usp0000nh4,2016-11-10T00:32:04.839Z,"Solomon Islands",earthquake,,,,,reviewed,us,us
1977-04-20T23:49:13.100Z,-9.844,160.822,33,7.5,ms,,,,,us,usp0000ngh,2016-11-10T02:39:14.101Z,"Solomon Islands",earthquake,,,,,reviewed,us,us
1977-04-20T23:42:50.500Z,-9.89,160.348,19,7.5,ms,,,,,us,usp0000ngg,2016-11-10T02:39:13.384Z,"Solomon Islands",earthquake,,,,,reviewed,us,us
1977-04-20T23:13:10.400Z,-9.828,160.323,33,6.7,ms,,,,,us,usp0000ngd,2016-11-09T22:20:37.654Z,"Solomon Islands",earthquake,,,,,reviewed,us,us
1977-04-02T07:15:22.700Z,-16.696,-172.095,33,7.6,ms,,,,,us,usp0000n82,2016-11-10T00:30:26.724Z,"Samoa Islands region",earthquake,,,,,reviewed,us,us
1977-03-21T21:18:54.200Z,27.609,56.393,29,6.9,ms,,,,,us,usp0000n1c,2016-11-10T00:29:31.898Z,"southern Iran",earthquake,,,,,reviewed,us,us
1977-03-18T21:43:52.400Z,16.773,122.327,37,7,ms,,,,,us,usp0000myv,2016-11-10T00:29:08.931Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,us
1977-02-19T22:34:04.100Z,53.566,170.032,33,6.7,ms,,,,,us,usp0000mmw,2016-11-10T00:26:35.572Z,"Near Islands, Aleutian Islands, Alaska",earthquake,,,,,reviewed,us,us
1977-01-06T06:11:40.700Z,-3.63,144.447,33,6.6,ms,,,,,us,usp0000m2u,2016-11-10T00:22:46.518Z,"near the north coast of New Guinea, Papua New Guinea",earthquake,,,,,reviewed,us,us
1976-12-20T20:33:07.800Z,48.802,-129.292,10,6.7,ms,,,,,us,usp0000kv9,2016-11-10T00:55:33.616Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,us,us
1976-11-30T00:40:57.800Z,-20.52,-68.919,82,6.5,mb,,,,,us,usp0000kjc,2016-11-10T02:39:35.902Z,"Tarapaca, Chile",earthquake,,,,,reviewed,us,us
1976-11-26T11:19:25.200Z,41.289,-125.709,15,6.8,ms,,,,,us,usp0000kg3,2016-11-10T00:53:17.602Z,"off the coast of Northern California",earthquake,,,,,reviewed,us,us
1976-11-24T12:22:18.800Z,39.121,44.029,36,7.3,ms,,,,,us,usp0000kf0,2016-11-10T00:53:03.257Z,"Turkey-Iran border region",earthquake,,,,,reviewed,us,us
1976-11-18T03:24:00.200Z,-8.818,156.941,33,6.5,ms,,,,,us,usp0000kcn,2016-11-10T00:52:30.307Z,"Solomon Islands",earthquake,,,,,reviewed,us,us
1976-11-07T17:09:06.100Z,8.478,126.375,60,6.8,ms,,,,,us,usp0000k85,2016-11-10T00:51:15.823Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,us
1976-11-06T18:04:08.900Z,27.605,101.052,33,6.5,ms,,,,,us,usp0000k7d,2016-11-10T00:51:07.871Z,"western Sichuan, China",earthquake,,,,,reviewed,us,us
1976-11-02T07:13:15.700Z,-29.349,77.659,33,6.5,ms,,,,,us,usp0000k5e,2016-11-10T00:50:48.461Z,"Mid-Indian Ridge",earthquake,,,,,reviewed,us,us
1976-10-29T02:51:07.600Z,-4.517,139.918,33,7.1,ms,,,,,us,usp0000k3d,2016-11-10T00:50:23.049Z,"Papua, Indonesia",earthquake,,,,,reviewed,us,us
1976-09-30T23:34:14.400Z,-30.239,-177.876,32,6.5,ms,,,,,us,usp0000jq7,2016-11-10T00:47:26.913Z,"Kermadec Islands, New Zealand",earthquake,,,,,reviewed,us,us
1976-08-23T03:30:07.600Z,32.492,104.181,33,6.7,ms,,,,,us,usp0000j0p,2016-11-10T00:43:43.918Z,"Sichuan-Gansu border region, China",earthquake,,,,,reviewed,us,us
1976-08-17T04:19:27.300Z,7.249,122.939,22,6.8,ms,,,,,us,usp0000hw4,2016-11-10T00:43:03.053Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,us
1976-08-16T16:11:07.300Z,6.262,124.023,33,7.9,ms,,,,,us,usp0000hvb,2016-11-10T02:39:23.874Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,us
1976-08-16T14:06:45.900Z,32.752,104.157,16,6.9,ms,,,,,us,usp0000hv8,2016-11-10T00:42:59.484Z,"Sichuan-Gansu border region, China",earthquake,,,,,reviewed,us,us
1976-08-02T10:55:25.700Z,-20.609,169.274,52,6.9,ms,,,,,us,usp0000hpm,2016-11-10T00:41:49.648Z,"Vanuatu",earthquake,,,,,reviewed,us,us
1976-07-28T10:45:35.200Z,39.664,118.401,26,7.4,ms,,,,,us,usp0000hk6,2016-11-10T00:41:23.358Z,"Hebei, China",earthquake,,,,,reviewed,us,us
1976-07-27T19:42:54.600Z,39.57,117.978,23,7.5,mw,,,,,us,usp0000hjg,2016-11-10T02:39:22.181Z,"Tianjin-Hebei border region, China",earthquake,,,,,reviewed,us,01000
1976-07-17T21:06:32.100Z,-4.157,152.755,53,6.6,ms,,,,,us,usp0000hdc,2016-11-10T00:40:34.152Z,"New Britain region, Papua New Guinea",earthquake,,,,,reviewed,us,us
1976-07-14T07:13:24.000Z,-8.17,114.888,40,6.5,ms,,,,,us,usp0000hbg,2016-11-10T00:40:14.776Z,"Bali region, Indonesia",earthquake,,,,,reviewed,us,us
1976-07-11T20:41:47.500Z,7.409,-78.127,3,7,ms,,,,,us,usp0000h9g,2016-11-10T00:40:06.117Z,"Panama",earthquake,,,,,reviewed,us,us
1976-07-11T16:54:31.800Z,7.337,-78.47,22,6.7,ms,,,,,us,usp0000h98,2016-11-10T00:40:05.565Z,"Panama",earthquake,,,,,reviewed,us,us
1976-06-26T10:30:59.400Z,3.665,126.75,33,6.5,ms,,,,,us,usp0000h24,2016-11-10T00:38:44.536Z,"Kepulauan Talaud, Indonesia",earthquake,,,,,reviewed,us,us
1976-06-25T19:18:56.900Z,-4.603,140.091,33,7.1,ms,,,,,us,usp0000h1p,2016-11-10T00:38:38.626Z,"Papua, Indonesia",earthquake,,,,,reviewed,us,us
1976-06-20T20:53:13.400Z,3.397,96.318,33,7,ms,,,,,us,usp0000gzb,2016-11-10T00:38:09.715Z,"northern Sumatra, Indonesia",earthquake,,,,,reviewed,us,us
1976-05-29T14:00:18.500Z,24.531,98.71,10,7,ms,,,,,us,usp0000gm8,2016-11-09T22:38:04.212Z,"Myanmar-China border region",earthquake,,,,,reviewed,us,us
1976-05-29T12:23:18.700Z,24.57,98.953,8,6.9,ms,,,,,us,usp0000gm6,2016-11-10T00:36:20.363Z,"Myanmar-China border region",earthquake,,,,,reviewed,us,us
1976-05-17T02:58:40.600Z,40.381,63.472,10,7,ms,,,,,us,usp0000gcj,2016-11-10T00:35:07.283Z,"western Uzbekistan",earthquake,,,,,reviewed,us,us
1976-05-15T21:55:58.500Z,-11.637,-74.478,33,6.6,ms,,,,,us,usp0000gc6,2016-11-10T00:34:47.493Z,"central Peru",earthquake,,,,,reviewed,us,us
1976-05-11T15:50:41.600Z,-51.603,139.683,33,6.6,ms,,,,,us,usp0000g9k,2016-11-09T22:29:45.735Z,"western Indian-Antarctic Ridge",earthquake,,,,,reviewed,us,us
1976-05-06T20:00:11.600Z,46.356,13.275,9,6.5,ms,,,,,us,usp0000g5v,2016-11-10T00:33:38.552Z,"Austria-Italy-Slovenia border region",earthquake,,,,,reviewed,us,us
1976-05-05T04:52:51.000Z,-29.934,-177.837,35,6.8,ms,,,,,us,usp0000g59,2016-11-10T00:33:31.562Z,"Kermadec Islands, New Zealand",earthquake,,,,,reviewed,us,us
1976-05-04T13:56:29.900Z,-44.642,167.573,19,6.6,ms,,,,,us,usp0000g52,2016-11-10T00:33:25.421Z,"South Island of New Zealand",earthquake,,,,,reviewed,us,us
1976-04-09T07:08:47.000Z,0.782,-79.804,9,6.7,ms,,,,,us,usp0000ftt,2016-11-10T00:31:07.150Z,"near the coast of Ecuador",earthquake,,,,,reviewed,us,us
1976-04-08T02:40:27.000Z,40.311,63.773,33,7,ms,,,,,us,usp0000ft0,2016-11-10T00:31:00.816Z,"western Uzbekistan",earthquake,,,,,reviewed,us,us
1976-03-29T05:39:35.500Z,3.929,-85.88,33,6.5,ms,,,,,us,usp0000fpg,2016-11-10T00:30:12.704Z,"off the coast of Central America",earthquake,,,,,reviewed,us,us
1976-03-24T04:46:04.400Z,-29.887,-177.873,33,6.8,ms,,,,,us,usp0000fk9,2016-11-10T00:29:47.372Z,"Kermadec Islands, New Zealand",earthquake,,,,,reviewed,us,us
1976-02-04T09:01:43.400Z,15.324,-89.101,5,7.5,mw,,,,,us,usp0000ex3,2016-11-10T02:39:05.850Z,"Guatemala",earthquake,,,,,reviewed,us,01000
1976-01-21T10:05:24.100Z,44.915,149.123,41,7,ms,,,,,us,usp0000ekj,2016-11-10T02:39:04.351Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
1976-01-14T16:47:33.500Z,-28.427,-177.657,33,8,ms,,,,,us,usp0000ee7,2016-11-10T02:39:03.544Z,"Kermadec Islands region",earthquake,,,,,reviewed,us,us
1975-12-29T03:39:43.000Z,-56.772,-68.478,14,6.5,ms,,,,,us,usp0000e4x,2015-05-13T18:53:11.000Z,"Drake Passage",earthquake,,,,,reviewed,us,us
1975-12-26T15:56:38.700Z,-16.264,-172.467,33,7.8,ms,,,,,us,usp0000e2t,2015-05-13T18:53:11.000Z,"Samoa Islands region",earthquake,,,,,reviewed,us,us
1975-12-25T23:22:21.700Z,-4.084,142.04,115,6.6,mb,,,,,us,usp0000e2c,2015-05-13T18:53:11.000Z,"New Guinea, Papua New Guinea",earthquake,,,,,reviewed,us,us
1975-11-29T14:47:40.400Z,19.334,-155.024,5,7.1,ms,,,,,us,usp0000dsc,2015-05-13T18:53:11.000Z,"Hawaii region, Hawaii",earthquake,,,,,reviewed,h,us
1975-10-31T08:28:02.600Z,12.54,125.993,50,7.2,ms,,,,,us,usp0000dc1,2015-05-13T18:53:11.000Z,"Samar, Philippines",earthquake,,,,,reviewed,us,us
1975-10-21T11:59:57.300Z,73.351,55.078,0,6.5,mb,,,,,us,usp0000d7g,2015-06-16T15:38:12.338Z,"Novaya Zemlya, Russia",nuclear explosion,,,,,reviewed,us,us
1975-10-20T22:25:29.000Z,-16.256,-177.43,33,6.5,ms,,,,,us,usp0000d78,2015-05-13T18:53:11.000Z,"Fiji region",earthquake,,,,,reviewed,us,us
1975-10-18T08:59:56.300Z,70.843,53.69,0,6.7,mb,,,,,us,usp0000d69,2015-06-16T15:38:11.418Z,"Novaya Zemlya, Russia",nuclear explosion,,,,,reviewed,us,us
1975-10-11T14:35:15.000Z,-24.894,-175.119,9,7.8,ms,,,,,us,usp0000d42,2015-05-13T18:53:11.000Z,"south of Tonga",earthquake,,,,,reviewed,us,us
1975-10-07T08:28:09.500Z,0.898,-26.772,33,6.7,ms,,,,,us,usp0000d2v,2015-05-13T18:53:11.000Z,"central Mid-Atlantic Ridge",earthquake,,,,,reviewed,us,us
1975-10-06T22:24:16.200Z,-12.519,166.499,54,7,ms,,,,,us,usp0000d2p,2015-05-13T18:53:11.000Z,"Santa Cruz Islands",earthquake,,,,,reviewed,us,us
1975-10-03T05:14:23.300Z,30.251,66.315,11,6.7,ms,,,,,us,usp0000d18,2015-05-13T18:53:11.000Z,"western Afghanistan",earthquake,,,,,reviewed,us,us
1975-10-01T03:29:58.900Z,-4.882,102.198,33,7,ms,,,,,us,usp0000d0m,2015-05-13T18:53:11.000Z,"southern Sumatra, Indonesia",earthquake,,,,,reviewed,us,us
1975-09-24T01:47:49.700Z,-20.535,-173.994,33,6.5,ms,,,,,us,usp0000cx8,2015-05-13T18:53:11.000Z,"Tonga",earthquake,,,,,reviewed,us,us
1975-09-06T09:20:10.900Z,38.474,40.723,26,6.7,ms,,,,,us,usp0000cqe,2016-10-24T21:59:01.965Z,"eastern Turkey",earthquake,,,,,reviewed,us,us
1975-08-15T07:28:18.900Z,54.877,167.845,4,6.6,ms,,,,,us,usp0000cfw,2015-05-13T18:53:11.000Z,"Komandorskiye Ostrova, Russia region",earthquake,,,,,reviewed,us,us
1975-07-21T02:03:59.800Z,-6.736,155.312,47,6.8,ms,,,,,us,usp0000c3d,2015-05-13T18:53:11.000Z,"Bougainville region, Papua New Guinea",earthquake,,,,,reviewed,us,us
1975-07-20T23:05:18.800Z,-6.58,154.651,50,6.7,ms,,,,,us,usp0000c35,2015-05-13T18:53:10.000Z,"Bougainville region, Papua New Guinea",earthquake,,,,,reviewed,us,us
1975-07-20T19:54:27.700Z,-7.104,155.152,44,7.7,ms,,,,,us,usp0000c2s,2015-05-13T18:53:10.000Z,"Solomon Islands",earthquake,,,,,reviewed,us,us
1975-07-20T14:37:39.900Z,-6.59,155.054,49,7.9,ms,,,,,us,usp0000c24,2015-05-13T18:53:10.000Z,"Bougainville region, Papua New Guinea",earthquake,,,,,reviewed,us,us
1975-07-14T23:27:55.000Z,-40.446,78.443,33,6.5,ms,,,,,us,usp0000c07,2015-05-13T18:53:10.000Z,"Mid-Indian Ridge",earthquake,,,,,reviewed,us,us
1975-07-08T12:04:42.400Z,21.485,94.7,157,6.5,mb,,,,,us,usp0000bxy,2015-05-13T18:53:10.000Z,"Myanmar",earthquake,,,,,reviewed,us,us
1975-07-08T09:37:27.300Z,29.459,-113.346,33,6.5,ms,,,,,us,usp0000bxv,2015-05-13T18:53:10.000Z,"Baja California, Mexico",earthquake,,,,,reviewed,us,us
1975-06-16T22:35:23.200Z,-3.043,147.821,33,6.5,ms,,,,,us,usp0000bm9,2015-05-13T18:53:10.000Z,"Bismarck Sea",earthquake,,,,,reviewed,us,us
1975-06-10T13:47:14.500Z,43.024,147.734,15,7,ms,,,,,us,usp0000bdp,2015-05-13T18:53:10.000Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
1975-05-26T09:11:51.500Z,35.997,-17.649,33,7.9,ms,,,,,us,usp0000b6e,2015-05-13T18:53:10.000Z,"Azores-Cape St. Vincent Ridge",earthquake,,,,,reviewed,us,us
1975-05-10T14:27:38.700Z,-38.183,-73.232,6,7.7,ms,,,,,us,usp0000az9,2015-05-13T18:53:10.000Z,"Bio-Bio, Chile",earthquake,,,,,reviewed,us,us
1975-04-16T01:27:18.700Z,71.516,-10.427,13,6.5,ms,,,,,us,usp0000amw,2015-05-13T18:53:10.000Z,"Jan Mayen Island region",earthquake,,,,,reviewed,us,us
1975-03-27T05:15:06.200Z,40.418,26.139,5,6.7,ms,,,,,us,usp0000acv,2015-05-13T18:53:10.000Z,"western Turkey",earthquake,,,,,reviewed,us,us
1975-03-23T07:32:36.500Z,22.735,122.802,21,6.6,ms,,,,,us,usp0000abg,2015-05-13T18:53:10.000Z,"Taiwan region",earthquake,,,,,reviewed,us,us
1975-03-13T15:26:42.500Z,-29.941,-71.337,4,6.9,ms,,,,,us,usp0000a7a,2015-05-13T18:53:10.000Z,"offshore Coquimbo, Chile",earthquake,,,,,reviewed,us,us
1975-03-05T00:22:19.700Z,-2.444,126.145,33,6.6,ms,,,,,us,usp0000a44,2015-05-13T18:53:10.000Z,"Ceram Sea, Indonesia",earthquake,,,,,reviewed,us,us
1975-02-22T08:36:07.400Z,51.377,-179.419,48,6.5,ms,,,,,us,usp00009zr,2015-05-13T18:53:10.000Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,,,,,reviewed,us,us
1975-02-04T11:36:07.500Z,40.641,122.58,33,7,mw,,,,,us,usp00009ss,2016-10-21T04:12:03.036Z,"Liaoning, China",earthquake,,,,,reviewed,us,01020
1975-02-02T08:43:39.100Z,53.113,173.497,10,7.6,ms,,,,,us,usp00009ry,2015-05-13T18:53:10.000Z,"Near Islands, Aleutian Islands, Alaska",earthquake,,,,,reviewed,us,us
1975-01-25T02:08:41.500Z,7.218,-77.773,36,6.5,ms,,,,,us,usp00009nh,2015-05-13T18:53:10.000Z,"Panama-Colombia border region",earthquake,,,,,reviewed,us,us
1975-01-19T08:02:02.500Z,32.455,78.43,33,6.8,ms,,,,,us,usp00009jd,2015-05-13T18:53:10.000Z,"Kashmir-Xizang border region",earthquake,,,,,reviewed,us,us
1975-01-14T19:48:59.200Z,-4.956,129.992,33,6.5,ms,,,,,us,usp00009gz,2015-05-13T18:53:10.000Z,"Banda Sea",earthquake,,,,,reviewed,us,us
1974-12-24T06:55:47.100Z,-2.308,99.043,33,6.8,ms,,,,,us,usp000097s,2015-05-13T18:53:10.000Z,"Kepulauan Mentawai region, Indonesia",earthquake,,,,,reviewed,us,us
1974-12-04T03:07:46.300Z,0.393,97.843,20,6.9,ms,,,,,us,usp00008zv,2015-05-13T18:53:10.000Z,"Nias region, Indonesia",earthquake,,,,,reviewed,us,us
1974-12-03T03:06:35.200Z,-5.012,129.779,33,6.5,ms,,,,,us,usp00008zj,2015-05-13T18:53:10.000Z,"Banda Sea",earthquake,,,,,reviewed,us,us
1974-11-20T04:14:46.900Z,-15.023,167.139,33,6.9,ms,,,,,us,usp00008uv,2015-07-13T17:02:24.000Z,"Vanuatu",earthquake,,,,,reviewed,us,us
1974-11-09T12:59:49.800Z,-12.5,-77.786,6,7.2,ms,,,,,us,usp00008qy,2016-10-26T00:30:46.803Z,"near the coast of central Peru",earthquake,,,,,reviewed,us,us
1974-11-02T04:59:56.700Z,70.817,54.063,0,6.7,mb,,,,,us,usp00008n6,2015-06-16T17:19:07.572Z,"Novaya Zemlya, Russia",nuclear explosion,,,,,reviewed,us,us
1974-10-29T03:14:14.600Z,-6.88,129.463,117,6.5,mb,,,,,us,usp00008kr,2015-07-13T17:02:24.000Z,"Banda Sea",earthquake,,,,,reviewed,us,us
1974-10-23T06:14:54.000Z,-8.42,154.034,48,7.2,ms,,,,,us,usp00008hm,2015-05-13T18:53:10.000Z,"D'Entrecasteaux Islands region",earthquake,,,,,reviewed,us,us
1974-10-16T05:45:09.800Z,52.636,-32.07,33,6.9,ms,,,,,us,usp00008eb,2015-05-13T18:53:10.000Z,"Reykjanes Ridge",earthquake,,,,,reviewed,us,us
1974-10-08T09:50:58.100Z,17.3,-62,47,7.5,ms,,,,,us,usp00008aq,2015-05-13T18:53:09.000Z,"Antigua and Barbuda region, Leeward Islands",earthquake,,,,,reviewed,us,us
1974-10-03T14:21:29.100Z,-12.265,-77.795,13,7.6,ms,,,,,us,usp0000888,2016-10-26T00:30:09.432Z,"near the coast of central Peru",earthquake,,,,,reviewed,us,us
1974-09-27T05:47:29.400Z,43.176,146.651,43,6.7,ms,,,,,us,usp0000862,2015-05-13T18:53:09.000Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
1974-09-07T20:43:11.500Z,-9.815,108.356,33,6.5,ms,,,,,us,usp00007yp,2015-05-13T18:53:09.000Z,"south of Java, Indonesia",earthquake,,,,,reviewed,us,us
1974-08-18T10:44:12.800Z,-38.453,-73.431,36,7.1,ms,,,,,us,usp00007nz,2015-05-13T18:53:09.000Z,"Araucania, Chile",earthquake,,,,,reviewed,us,us
1974-08-11T01:13:55.500Z,39.457,73.83,9,7.3,ms,,,,,us,usp00007j0,2015-05-13T18:53:09.000Z,"Kyrgyzstan-Tajikistan-Xinjiang border region",earthquake,,,,,reviewed,us,us
1974-07-30T05:12:40.600Z,36.353,70.763,211,6.5,mb,,,,,us,usp00007cw,2015-05-13T18:53:09.000Z,"Hindu Kush region, Afghanistan",earthquake,,,,,reviewed,us,us
1974-07-13T01:18:22.800Z,7.747,-77.688,12,7.3,ms,,,,,us,usp000072y,2016-10-26T00:29:32.037Z,"Panama-Colombia border region",earthquake,,,,,reviewed,us,us
1974-07-04T19:30:42.100Z,45.136,94.034,33,6.7,ms,,,,,us,usp0000708,2015-05-13T18:53:09.000Z,"western Mongolia",earthquake,,,,,reviewed,us,us
1974-07-03T23:25:09.300Z,-29.122,-176.11,33,6.6,ms,,,,,us,usp0000700,2015-05-13T18:53:09.000Z,"Kermadec Islands region",earthquake,,,,,reviewed,us,us
1974-07-02T23:26:26.600Z,-29.082,-175.954,33,7.2,ms,,,,,us,usp00006zm,2015-05-13T18:53:09.000Z,"Kermadec Islands region",earthquake,,,,,reviewed,us,us
1974-06-25T17:22:19.300Z,-26.09,84.28,33,6.6,ms,,,,,us,usp00006wc,2015-05-13T18:53:09.000Z,"South Indian Ocean",earthquake,,,,,reviewed,us,us
1974-06-19T02:55:19.700Z,-33.416,56.875,33,6.6,ms,,,,,us,usp00006sz,2014-11-06T23:21:24.783Z,"Southwest Indian Ridge",earthquake,,,,,reviewed,us,us
1974-05-10T19:25:15.000Z,28.243,104.015,11,6.8,ms,,,,,us,usp000069p,2016-10-26T00:28:54.483Z,"eastern Sichuan, China",earthquake,,,,,reviewed,us,us
1974-05-08T23:33:25.200Z,34.522,138.74,2,6.5,ms,,,,,us,usp0000694,2015-05-13T18:53:09.000Z,"near the south coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
1974-03-09T20:18:06.300Z,-7.335,156.193,33,6.6,ms,,,,,us,usp00005jh,2014-11-06T23:21:23.278Z,"Solomon Islands",earthquake,,,,,reviewed,us,us
1974-03-09T20:14:28.300Z,-7.484,156.179,50,6.5,ms,,,,,us,usp00005jg,2015-05-13T18:53:09.000Z,"Solomon Islands",earthquake,,,,,reviewed,us,us
1974-02-06T04:04:07.200Z,53.799,-164.672,2,6.5,ms,,,,,us,usp000056v,2015-05-13T18:53:09.000Z,"Unimak Island region, Alaska",earthquake,,,,,reviewed,us,us
1974-02-01T03:12:33.100Z,-7.383,155.575,40,7.1,ms,,,,,us,usp000053r,2015-05-13T18:53:09.000Z,"Solomon Islands",earthquake,,,,,reviewed,us,us
1974-01-31T23:30:05.300Z,-7.461,155.894,34,7,ms,,,,,us,usp000053h,2015-05-13T18:53:09.000Z,"Solomon Islands",earthquake,,,,,reviewed,us,us
1974-01-10T08:51:13.300Z,-14.434,166.863,34,7.2,ms,,,,,us,usp00004vu,2015-05-13T18:53:09.000Z,"Vanuatu",earthquake,,,,,reviewed,us,us
1973-12-30T16:39:29.700Z,-15.506,166.639,10,6.6,ms,,,,,us,usp00004r4,2015-05-13T18:53:08.000Z,"Vanuatu",earthquake,,,,,reviewed,us,us
1973-12-29T00:19:31.100Z,-15.117,166.896,47,7.2,ms,,,,,us,usp00004py,2015-05-13T18:53:08.000Z,"Vanuatu",earthquake,,,,,reviewed,us,us
1973-12-28T13:41:45.800Z,-14.464,166.601,26,7.5,ms,,,,,us,usp00004p9,2015-05-13T18:53:08.000Z,"Vanuatu",earthquake,,,,,reviewed,us,us
1973-12-09T19:55:45.600Z,-19.912,169.751,39,6.8,ms,,,,,us,usp00004ga,2015-05-13T18:53:08.000Z,"Vanuatu",earthquake,,,,,reviewed,us,us
1973-10-27T06:59:57.400Z,70.779,54.177,0,6.9,mb,,,,,us,usp00003ya,2015-06-16T17:18:00.798Z,"Novaya Zemlya, Russia",nuclear explosion,,,,,reviewed,us,us
1973-10-06T15:07:37.300Z,-60.823,-21.549,33,7,ms,,,,,us,usp00003qs,2015-05-13T18:53:08.000Z,"east of the South Sandwich Islands",earthquake,,,,,reviewed,us,us
1973-10-05T05:47:51.100Z,-32.518,-71.478,33,6.7,ms,,,,,us,usp00003pg,2015-05-13T18:53:08.000Z,"offshore Valparaiso, Chile",earthquake,,,,,reviewed,us,us
1973-10-05T05:45:27.300Z,-32.987,-71.916,14,6.5,ms,,,,,us,usp00003pf,2015-05-13T18:53:08.000Z,"offshore Valparaiso, Chile",earthquake,,,,,reviewed,us,us
1973-09-29T00:44:00.800Z,41.891,130.871,575,6.5,mb,,,,,us,usp00003kr,2015-05-13T18:53:08.000Z,"North Korea",earthquake,,,,,reviewed,us,us
1973-09-12T06:59:54.300Z,73.302,55.161,0,6.8,mb,,,,,us,usp00003dp,2015-06-16T17:17:30.808Z,"Novaya Zemlya, Russia",nuclear explosion,,,,,reviewed,us,us
1973-08-28T15:01:59.100Z,-0.189,-18.027,33,6.8,ms,,,,,us,usp000038s,2015-05-13T18:53:08.000Z,"central Mid-Atlantic Ridge",earthquake,,,,,reviewed,us,us
1973-08-28T09:50:40.000Z,18.267,-96.598,84,6.8,mb,,,,,us,usp000038k,2015-07-13T17:02:24.000Z,"Oaxaca, Mexico",earthquake,,,,,reviewed,us,us
1973-07-14T04:51:21.000Z,35.178,86.481,33,6.9,ms,,,,,us,usp00002q7,2015-05-13T18:53:08.000Z,"western Xizang",earthquake,,,,,reviewed,us,us
1973-07-03T07:03:43.900Z,12.205,125.33,33,6.5,ms,,,,,us,usp00002h1,2015-05-13T18:53:08.000Z,"Samar, Philippines",earthquake,,,,,reviewed,us,us
1973-07-01T13:33:34.600Z,57.84,-137.33,33,6.7,ms,,,,,us,usp00002g9,2015-05-13T18:53:08.000Z,"off the coast of Southeastern Alaska",earthquake,,,,,reviewed,us,us
1973-06-26T22:32:00.200Z,43.175,146.56,50,6.6,ms,,,,,us,usp00002dx,2015-05-13T18:53:08.000Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
1973-06-24T02:43:25.500Z,43.318,146.442,50,7.1,ms,,,,,us,usp00002bv,2015-05-13T18:53:08.000Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
1973-06-17T03:55:02.900Z,43.233,145.785,48,7.7,ms,,,,,us,usp0000270,2016-10-26T00:27:19.597Z,"Hokkaido, Japan region",earthquake,,,,,reviewed,us,us
1973-04-24T21:30:09.900Z,4.956,-78.144,50,6.5,ms,,,,,us,usp00001hw,2015-05-13T18:53:07.000Z,"south of Panama",earthquake,,,,,reviewed,us,us
1973-04-14T08:34:00.100Z,10.679,-84.759,33,6.5,ms,,,,,us,usp00001d9,2015-05-13T18:53:07.000Z,"Costa Rica",earthquake,,,,,reviewed,us,us
1973-04-07T12:22:47.300Z,-58.302,-13.394,33,6.7,ms,,,,,us,usp000019y,2015-05-13T18:53:07.000Z,"east of the South Sandwich Islands",earthquake,,,,,reviewed,us,us
1973-04-07T03:00:58.800Z,6.966,91.384,33,6.6,ms,,,,,us,usp000019p,2015-05-13T18:53:07.000Z,"Nicobar Islands, India region",earthquake,,,,,reviewed,us,us
1973-03-18T11:06:14.700Z,2.033,126.58,33,6.5,ms,,,,,us,usp00000zj,2015-05-13T18:53:07.000Z,"Molucca Sea",earthquake,,,,,reviewed,us,us
1973-03-17T08:30:51.800Z,13.372,122.787,33,7,ms,,,,,us,usp00000z7,2015-05-13T18:53:07.000Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,us
1973-02-28T06:37:49.500Z,50.486,156.584,27,7.2,ms,,,,,us,usp00000rx,2015-05-13T18:53:07.000Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
1973-02-06T10:37:10.100Z,31.398,100.581,33,7.4,ms,,,,,us,usp00000dz,2016-10-21T04:11:25.109Z,"western Sichuan, China",earthquake,,,,,reviewed,us,us
1973-01-30T21:01:12.500Z,18.481,-102.996,43,7.5,ms,,,,,us,usp00000bf,2015-05-13T18:53:07.000Z,"Michoacan, Mexico",earthquake,,,,,reviewed,us,us
1973-01-18T09:28:14.100Z,-6.868,149.993,43,6.8,ms,,,,,us,usp000006k,2015-05-13T18:53:07.000Z,"New Britain region, Papua New Guinea",earthquake,,,,,reviewed,us,us
